epoch,step,train_loss
0,49,0.07008358091115952
0,99,0.05217890441417694
0,149,0.07700643688440323
0,199,0.054056499153375626
0,249,0.039359912276268005
0,299,0.052510060369968414
0,349,0.025539780035614967
0,399,0.04212798923254013
0,449,0.05708670988678932
0,499,0.042601898312568665
0,549,0.04505736380815506
0,599,0.05253767594695091
0,649,0.05738874524831772
0,699,0.05460350215435028
0,749,0.09305544942617416
0,799,0.03752794489264488
0,849,0.06349389255046844
0,899,0.051134344190359116
0,949,0.06914778798818588
0,999,0.02865537256002426
0,1049,0.0559372752904892
0,1099,0.061522018164396286
0,1149,0.025467095896601677
0,1199,0.017383834347128868
0,1249,0.06402359902858734
0,1299,0.03377087414264679
0,1349,0.04149555042386055
0,1399,0.05428614094853401
0,1449,0.04887419193983078
0,1499,0.036150723695755005
0,1549,0.07010244578123093
0,1599,0.012648999691009521
0,1649,0.05745267495512962
0,1699,0.06127921864390373
0,1749,0.07118947058916092
0,1799,0.014772605150938034
0,1849,0.07551291584968567
0,1899,0.07389068603515625
0,1949,0.03145315870642662
0,1999,0.020366698503494263
0,2049,0.04184838756918907
0,2099,0.05237932503223419
0,2149,0.04469960182905197
0,2199,0.06413549929857254
0,2249,0.04924928769469261
0,2299,0.04504869505763054
0,2349,0.017170442268252373
0,2399,0.056337643414735794
0,2449,0.016764357686042786
0,2499,0.04280072823166847
0,2549,0.05730493366718292
0,2599,0.052875012159347534
0,2649,0.04689496010541916
0,2699,0.05383656546473503
0,2749,0.07913049310445786
0,2799,0.054913509637117386
0,2849,0.05950961634516716
0,2899,0.057560909539461136
0,2949,0.0375787578523159
0,2999,0.050981007516384125
0,3049,0.04063454270362854
0,3099,0.0664191022515297
0,3149,0.0693274736404419
0,3199,0.060356590896844864
0,3249,0.06049530953168869
0,3299,0.04286344721913338
0,3349,0.06569097191095352
0,3399,0.04608958959579468
0,3449,0.10799211263656616
0,3499,0.06658055633306503
0,3549,0.06646713614463806
0,3599,0.03982534632086754
0,3649,0.05389996990561485
0,3699,0.03278560936450958
0,3749,0.052608538419008255
0,3799,0.03721964359283447
0,3849,0.06208241730928421
0,3899,0.031066251918673515
0,3949,0.03360079601407051
0,3999,0.03406282886862755
0,4049,0.014780375175178051
0,4099,0.048987194895744324
0,4149,0.038493867963552475
0,4199,0.04283060505986214
0,4249,0.056123778223991394
0,4299,0.050337616354227066
0,4349,0.04303956404328346
0,4399,0.05891309306025505
0,4449,0.0720549076795578
0,4499,0.06434591859579086
0,4549,0.04163800925016403
0,4599,0.04887630045413971
0,4649,0.06370311975479126
0,4699,0.05820075422525406
0,4749,0.014237877912819386
0,4799,0.04935747757554054
0,4849,0.051837872713804245
0,4899,0.03135018050670624
0,4949,0.043484777212142944
0,4999,0.036774132400751114
0,5049,0.03671742603182793
0,5099,0.04964115098118782
0,5149,0.014057711698114872
0,5199,0.05201912298798561
0,5249,0.0549430325627327
0,5299,0.04457470402121544
0,5349,0.07056929171085358
0,5399,0.017844924703240395
0,5449,0.04912810027599335
0,5499,0.03024698980152607
0,5549,0.05176603049039841
0,5599,0.03631768748164177
0,5649,0.018258774653077126
0,5699,0.05864083021879196
0,5749,0.07637796550989151
0,5799,0.042105987668037415
0,5849,0.05820344388484955
0,5899,0.041302915662527084
0,5949,0.04062790423631668
0,5999,0.08781228959560394
0,6049,0.04099060222506523
0,6099,0.04146920517086983
0,6149,0.055717408657073975
0,6199,0.0570838488638401
0,6249,0.02689756639301777
0,6299,0.06060897558927536
0,6349,0.05162641033530235
0,6399,0.046973731368780136
0,6449,0.07624965906143188
0,6499,0.01602264866232872
0,6549,0.0812506452202797
0,6599,0.01012747548520565
0,6649,0.026488110423088074
0,6699,0.034108880907297134
0,6749,0.027827102690935135
0,6799,0.05317002534866333
0,6849,0.09957489371299744
0,6899,0.06078183278441429
0,6949,0.037542328238487244
0,6999,0.03409726172685623
0,7049,0.06195170432329178
0,7099,0.03124210610985756
0,7149,0.03981943428516388
0,7199,0.05453997105360031
0,7249,0.01304852869361639
0,7299,0.02947399392724037
0,7349,0.02348988689482212
0,7399,0.03930611163377762
0,7449,0.06306909024715424
0,7499,0.05070194602012634
0,7549,0.02812846377491951
0,7599,0.02852744795382023
0,7649,0.0850781500339508
0,7699,0.05033063516020775
0,7749,0.04169648513197899
0,7799,0.059387948364019394
0,7849,0.04243367910385132
0,7899,0.04102542623877525
0,7949,0.05012303963303566
0,7999,0.038205429911613464
0,8049,0.0575316846370697
0,8099,0.049760814756155014
0,8149,0.014965914189815521
0,8199,0.04001222178339958
0,8249,0.02841118723154068
0,8299,0.05261493846774101
0,8349,0.03724071383476257
0,8399,0.05028161779046059
0,8449,0.047606609761714935
0,8499,0.08060462772846222
0,8549,0.0364537350833416
