epoch,step,train_loss
0,49,865.376708984375
0,99,2.4685418605804443
0,149,0.0016872920095920563
0,199,0.00245700404047966
0,249,1.1182016134262085
0,299,1.8093669414520264
0,349,0.02941003069281578
0,399,0.00031464878702536225
0,449,1.9069411791861057e-06
0,499,4.563480615615845e-08
1,549,9.989016689360142e-05
1,599,1.0218995157629251e-05
1,649,5.045213038101792e-05
1,699,0.0014932723715901375
1,749,0.002517788903787732
1,799,0.007971452549099922
1,849,2.518296241760254e-06
1,899,4.71482053399086e-07
1,949,6.3388142734766e-08
1,999,2.0954757928848267e-09
2,1049,0.0003907643840648234
2,1099,1.3551107258535922e-05
2,1149,5.1596565754152834e-05
2,1199,0.0008362109656445682
2,1249,0.007326266262680292
2,1299,0.007248858455568552
2,1349,9.266717825084925e-06
2,1399,1.5655532479286194e-06
2,1449,8.381903171539307e-09
2,1499,3.934837877750397e-08
3,1549,0.0003338805981911719
3,1599,3.8745347410440445e-06
3,1649,3.64194274879992e-05
3,1699,0.0006637094193138182
3,1749,0.015734953805804253
3,1799,0.004926964174956083
3,1849,2.6994443032890558e-05
3,1899,7.432536222040653e-07
3,1949,1.682201400399208e-08
3,1999,0.1447053849697113
4,2049,0.00029835477471351624
4,2099,6.356422090902925e-07
4,2149,2.620747545734048e-05
4,2199,0.0005150010110810399
4,2249,0.027575835585594177
4,2299,0.0010336397681385279
4,2349,8.78477148944512e-05
4,2399,5.364418029785156e-07
4,2449,7.043126970529556e-09
4,2499,5.820766091346741e-11
5,2549,0.0002763723605312407
5,2599,2.9206275939941406e-06
5,2649,1.5860656276345253e-05
5,2699,0.0003526791697368026
5,2749,0.04501685872673988
5,2799,0.006359159480780363
5,2849,1.4994438970461488e-06
5,2899,5.364418029785156e-07
5,2949,3.725290298461914e-09
5,2999,3.4511322155594826e-07
6,3049,0.0010424889624118805
6,3099,1.2776130461134017e-05
6,3149,9.737035725265741e-06
6,3199,0.00024217762984335423
6,3249,0.06326180696487427
6,3299,0.00012853392399847507
6,3349,6.728805601596832e-06
6,3399,9.547511581331491e-08
6,3449,3.725290298461914e-09
6,3499,0.0775684043765068
7,3549,0.0010999157093465328
7,3599,1.9244907889515162e-07
7,3649,5.7390425354242325e-06
7,3699,0.0001684181042946875
7,3749,0.0811428502202034
7,3799,0.00021963533072266728
7,3849,1.5465193428099155e-06
7,3899,1.2238160707056522e-08
7,3949,7.043126970529556e-09
7,3999,1.4551915228366852e-09
8,4049,0.0010888106189668179
8,4099,3.269466105848551e-06
8,4149,3.9197184378281236e-06
8,4199,0.0001190288458019495
8,4249,0.09093127399682999
8,4299,0.0025286152958869934
8,4349,2.5702189304865897e-05
8,4399,1.258595148101449e-07
8,4449,2.0954757928848267e-09
8,4499,5.820766091346741e-09
9,4549,0.0014112899079918861
9,4599,4.27482882514596e-06
9,4649,2.9730144888162613e-06
9,4699,8.47646442707628e-05
9,4749,0.10220733284950256
9,4799,0.0006249809521250427
9,4849,5.521811544895172e-06
9,4899,1.5739351511001587e-07
9,4949,5.820766091346741e-11
9,4999,0.41967999935150146
10,5049,0.0010272720828652382
10,5099,2.213346306234598e-06
10,5149,1.4808174455538392e-06
10,5199,6.338187085930258e-05
10,5249,0.0948360413312912
10,5299,5.5577256716787815e-06
10,5349,4.451432323548943e-05
10,5399,4.20550350099802e-07
10,5449,2.0954757928848267e-09
10,5499,1.4551915228366852e-09
11,5549,0.00012475624680519104
11,5599,3.297114744782448e-06
11,5649,1.4439137885347009e-06
11,5699,4.168477971688844e-05
11,5749,0.1570800244808197
11,5799,0.00019615853670984507
11,5849,1.2316741049289703e-07
11,5899,2.5669578462839127e-08
11,5949,5.820766091346741e-11
11,5999,1.6973353922367096e-07
12,6049,0.0014974027872085571
12,6099,2.8115755412727594e-07
12,6149,1.1246302165091038e-06
12,6199,3.802520586759783e-05
12,6249,0.12329144775867462
12,6299,2.5125278625637293e-05
12,6349,1.7521815607324243e-06
12,6399,2.5669578462839127e-08
12,6449,4.71482053399086e-09
12,6499,0.18610292673110962
13,6549,0.0018032940570265055
13,6599,2.7916976250708103e-06
13,6649,6.789341568946838e-07
13,6699,3.502867548377253e-05
13,6749,0.07412901520729065
13,6799,0.008107582107186317
13,6849,0.00016703479923307896
13,6899,6.3388142734766e-08
13,6949,9.313225746154785e-10
13,6999,2.3283064365386963e-10
14,7049,0.0035513495095074177
14,7099,1.4089979231357574e-05
14,7149,1.9581057131290436e-07
14,7199,1.7752176063368097e-05
14,7249,0.218828946352005
14,7299,0.0008701941696926951
14,7349,6.53235474601388e-06
14,7399,5.4147676564753056e-08
14,7449,5.238689482212067e-10
14,7499,5.238689482212067e-10
15,7549,0.0020310194231569767
15,7599,6.435220711864531e-06
15,7649,3.230670699849725e-07
15,7699,2.7372330805519596e-05
15,7749,0.11825132369995117
15,7799,9.820538252824917e-06
15,7849,1.58470356836915e-08
15,7899,7.697963155806065e-09
15,7949,5.238689482212067e-10
15,7999,1.1998800039291382
16,8049,0.005875609815120697
16,8099,3.397557884454727e-05
16,8149,2.53552570939064e-07
16,8199,4.09491804020945e-05
16,8249,0.02975526824593544
16,8299,0.02439022623002529
16,8349,0.0004668384790420532
16,8399,1.3096723705530167e-10
16,8449,5.820766091346741e-09
16,8499,1.885928213596344e-08
17,8549,0.008292734622955322
17,8599,2.0503197447396815e-05
17,8649,4.563480615615845e-08
17,8699,1.0085295798489824e-05
17,8749,0.3456239402294159
17,8799,0.00035562249831855297
17,8849,7.465459930244833e-05
17,8899,8.950009942054749e-07
17,8949,3.725290298461914e-09
17,8999,0.006740395911037922
18,9049,7.043126970529556e-09
18,9099,1.63308868650347e-06
18,9149,7.107300916686654e-07
18,9199,3.337787711643614e-05
18,9249,0.16144399344921112
18,9299,2.4554916308261454e-05
18,9349,3.3753589377738535e-05
18,9399,8.381903171539307e-07
18,9449,1.4551915228366852e-09
18,9499,1.4551915228366852e-09
19,9549,0.010074601508677006
19,9599,3.748609742615372e-05
19,9649,2.7916976250708103e-06
19,9699,8.448390872217715e-05
19,9749,0.03440190106630325
19,9799,0.00035648627090267837
19,9849,9.912910172715783e-07
19,9899,1.3096723705530167e-08
19,9949,5.238689482212067e-10
19,9999,5.820766091346741e-11
20,10049,0.03795647621154785
20,10099,0.00012467104534152895
20,10149,8.950009942054749e-07
20,10199,0.00012019701534882188
20,10249,0.02471524477005005
20,10299,5.7049328461289406e-05
20,10349,1.9706785678863525e-06
20,10399,1.1408701539039612e-08
20,10449,7.043126970529556e-09
20,10499,0.06151968240737915
21,10549,0.0014470538590103388
21,10599,2.53552570939064e-07
21,10649,2.579196006990969e-06
21,10699,9.581499034538865e-05
21,10749,0.02424185909330845
21,10799,0.001117826672270894
21,10849,1.1813259334303439e-05
