epoch,step,train_loss
0,49,6397.49560546875
0,99,2393.8193359375
1,149,40.258750915527344
1,199,0.20402446389198303
2,249,3.6052020732313395e-05
2,299,0.002693501766771078
3,349,2.518296241760254e-06
3,399,0.001738124992698431
4,449,5.231145769357681e-05
4,499,0.0012751598842442036
5,549,4.315056139603257e-05
5,599,0.0009830103954300284
6,649,6.728805601596832e-08
6,699,0.0008343367371708155
7,749,0.00010080728679895401
7,799,0.0007667852332815528
8,849,0.0004026165697723627
8,899,0.0007236769888550043
9,949,0.0008046349976211786
9,999,0.0006636111065745354
10,1049,0.0011397423222661018
10,1099,0.0005762827349826694
11,1149,0.0012689013965427876
11,1199,0.0004722941666841507
12,1249,0.0011330554261803627
12,1299,0.00037390796933323145
13,1349,0.000788699893746525
13,1399,0.0002999382559210062
14,1449,0.0003832599613815546
14,1499,0.00025767460465431213
15,1549,8.749053813517094e-05
15,1599,0.00024402143026236445
16,1649,1.190288458019495e-06
16,1699,0.00024797022342681885
17,1749,0.00010420591570436954
17,1799,0.00025510916020721197
18,1849,0.0002809572615660727
18,1899,0.00024893227964639664
19,1949,0.00039560539880767465
19,1999,0.00022133463062345982
20,2049,0.0003672987222671509
20,2099,0.00017795550229493529
21,2149,0.00021057226695120335
21,2199,0.00013315911928657442
22,2249,4.166015423834324e-05
22,2299,0.00010019540786743164
23,2349,1.4610181096941233e-05
23,2399,8.606910705566406e-05
24,2449,0.00021035090321674943
24,2499,8.89236107468605e-05
25,2549,0.0005525397718884051
25,2599,0.0001026540994644165
26,2649,0.000842731969896704
26,2699,0.00011457648361101747
27,2749,0.0008985540480352938
27,2799,0.00011052959598600864
28,2849,0.0006732764304615557
28,2899,8.791923755779862e-05
29,2949,0.00030179094756022096
29,2999,5.884970596525818e-05
30,3049,3.127433592453599e-05
30,3099,3.8378871977329254e-05
31,3149,5.034380592405796e-05
31,3199,3.252389433328062e-05
32,3249,0.00031060189940035343
32,3299,4.029273986816406e-05
33,3349,0.0005404120893217623
33,3399,5.55040460312739e-05
34,3449,0.0004997069481760263
34,3499,6.271549500524998e-05
35,3549,0.00022750633070245385
35,3599,5.061483534518629e-05
36,3649,8.762814104557037e-06
36,3699,2.8889640816487372e-05
37,3749,0.00012543890625238419
37,3799,1.508049899712205e-05
38,3849,0.0005379319190979004
38,3899,1.4004195691086352e-05
39,3949,0.0008290561381727457
39,3999,2.440392563585192e-05
40,4049,0.0006614509620703757
40,4099,3.748609742615372e-05
41,4149,0.00021704245591536164
41,4199,3.4332275390625e-05
42,4249,7.301568984985352e-07
42,4299,1.7036276403814554e-05
43,4349,0.00025571882724761963
43,4399,6.205067620612681e-06
44,4449,0.000613305950537324
44,4499,6.709029548801482e-06
45,4549,0.0005228217341937125
45,4599,1.7575817764736712e-05
46,4649,0.00011246302165091038
46,4699,2.6638866984285414e-05
47,4749,4.799012094736099e-05
47,4799,1.6196645447053015e-05
48,4849,0.000503466057125479
48,4899,3.814697265625e-06
49,4949,0.0008120099664665759
49,4999,2.3283064365386963e-06
50,5049,0.0004369998350739479
50,5099,1.0588104487396777e-05
51,5149,9.035924449563026e-06
51,5199,1.9547311239875853e-05
52,5249,0.000254256883636117
52,5299,9.289957233704627e-06
53,5349,0.0006764475838281214
53,5399,9.462382877245545e-07
54,5449,0.0004252773360349238
54,5499,1.8235878087580204e-06
55,5549,3.297114744782448e-06
55,5599,1.2130025424994528e-05
56,5649,0.000351963157299906
56,5699,1.2236545444466174e-05
57,5749,0.0007998808869160712
57,5799,1.3715034583583474e-06
58,5849,0.0004004762158729136
58,5899,2.06069671548903e-07
59,5949,3.6089331842958927e-06
59,5999,6.828122423030436e-06
60,6049,0.00048346840776503086
60,6099,1.1371681466698647e-05
61,6149,0.0006732764304615557
61,6199,1.190288458019495e-06
62,6249,0.00010940950596705079
62,6299,3.725290298461914e-09
63,6349,0.0001983551774173975
63,6399,5.221241735853255e-06
64,6449,0.0007985867559909821
64,6499,9.523952030576766e-06
65,6549,0.00044952851021662354
65,6599,3.9617589209228754e-07
66,6649,4.76115383207798e-06
66,6699,7.697963155806065e-09
67,6749,0.0005680704489350319
67,6799,5.5038981372490525e-06
68,6849,0.000665381143335253
68,6899,7.110080332495272e-06
69,6949,4.9588794354349375e-05
69,6999,5.820766091346741e-09
70,7049,0.00032639503479003906
70,7099,5.820766091346741e-09
71,7149,0.0008695191354490817
71,7199,5.923269782215357e-06
72,7249,0.0003333232016302645
72,7299,5.397028871811926e-06
73,7349,3.743940033018589e-05
73,7399,4.563480615615845e-08
74,7449,0.0006712982431054115
74,7499,6.148184183984995e-08
75,7549,0.0007142667309381068
75,7599,4.76115383207798e-06
76,7649,8.04997980594635e-05
76,7699,5.941852577961981e-06
77,7749,0.00020704441703855991
77,7799,1.2238160707056522e-08
78,7849,0.0008449482265859842
78,7899,6.852351361885667e-07
79,7949,0.0007356298738159239
79,7999,9.686336852610111e-07
80,8049,0.00011786638060584664
80,8099,7.069451385177672e-06
81,8149,9.821966523304582e-05
81,8199,3.536828444339335e-06
82,8249,0.0006427481421269476
82,8299,2.213346306234598e-08
83,8349,0.0009058872819878161
83,8399,9.989016689360142e-07
84,8449,0.0005684341886080801
84,8499,3.2741809263825417e-09
85,8549,0.00010219082469120622
85,8599,2.7789646992459893e-06
86,8649,3.496097633615136e-05
86,8699,6.788308382965624e-06
87,8749,0.000385054387152195
87,8799,4.81122697237879e-06
88,8849,0.0007990180165506899
88,8899,8.24278686195612e-07
89,8949,0.0009789480827748775
89,8999,1.205044100061059e-07
90,9049,0.00087177031673491
90,9099,1.1085066944360733e-06
91,9149,0.000595673976931721
91,9199,1.2069940567016602e-06
92,9249,0.00029389100382104516
92,9299,3.541354089975357e-07
93,9349,7.859454490244389e-05
93,9399,3.784953150898218e-08
94,9449,2.0954757928848267e-07
94,9499,1.1572265066206455e-06
95,9549,5.5333657655864954e-05
95,9599,3.297114744782448e-06
96,9649,0.00020551035413518548
96,9699,5.379319190979004e-06
97,9749,0.00039803708204999566
97,9799,6.55186886433512e-06
98,9849,0.0005852920585311949
98,9899,6.454589311033487e-06
99,9949,0.0007401893381029367
99,9999,5.48601383343339e-06
